Platform	Java core dump in gtk_ctree_get_node_info This is happening on Redhat 7.2, GTK GA driver (WSWB build).  The JRE dies via a java core dump when TreeItem.getExpanded is called within a dispose listener on the TreeItem.  Possibly GEF is doing something wrong here,  but this code does work on Win32 and it seems SWT should at least be throwing a SWTException instead of core dumping. " main " (TID:0x100519D8, sys_thread_t:0x8058C88, state:R, native ID:0x400)  prio=5 at org.eclipse.swt.internal.gtk.OS.gtk_ctree_get_node_info(Native  Method) at org.eclipse.swt.widgets.TreeItem.getExpanded(TreeItem.java:291)  at com.ibm.etools.gef.editparts.AbstractTreeEditPart$1.widgetDisposed (AbstractTreeEditPart.java:132)  at org.eclipse.swt.widgets.TypedListener.handleEvent (TypedListener.java:98)  at org.eclipse.swt.widgets.EventTable.sendEvent(EventTable.java (Compiled Code))  at org.eclipse.swt.widgets.Widget.sendEvent(Widget.java:821) at org.eclipse.swt.widgets.Widget.sendEvent(Widget.java:811)  at org.eclipse.swt.widgets.Widget.releaseWidget(Widget.java:723) at org.eclipse.swt.widgets.Item.releaseWidget(Item.java:135)  at org.eclipse.swt.widgets.TreeItem.releaseWidget(TreeItem.java:413) at org.eclipse.swt.widgets.Tree.removeAll(Tree.java:859)  at com.ibm.etools.gef.ui.parts.RootTreeEditPart.setContents (RootTreeEditPart.java:81)  at com.ibm.etools.gef.ui.parts.AbstractEditPartViewer.setContents (AbstractEditPartViewer.java:326)    Hopefully, this is the relevant piece of the core dump.  If you need more, please let me know.  ----------------------- PID: 1777   ----- Native Stack ----- Diagnostics_Impl at 40016BAB in libxhpi.so  dgGenerateJavacore at 401226B9 in libjvm.so abortJVM at 401B33F1 in libjvm.so sysUnwindSignalCatchFrame at  4021680F in libhpi.so sysSignalCatchHandler at 402168A1 in libhpi.so intrDispatch at  402170BA in libhpi.so intrDispatchMD at 4021731C in libhpi.s abort at 4202A7D2 in ja  intrDispatch at 402170BA in libhpi.so intrDispatchMD at 4021731C in libhpi.s  Java_org_eclipse_swt_internal_gtk_OS_gtk_1ctree_1get_1node_1info at 42F99F89 in libswt-pi-gtk-2047.so  ?? L0_invokevirtual_quick__ at 40182EB6 in libjvm.so  L0_invokeinterface_quick__ at 4018333E in libjvm.so ?? -------------------------------------------------------- Fixed in the new 2.0-based widgets.
Platform	[Import/Export] Import existing project wizard doesn't copy Build: F1  The " import existing project " wizard doesn't copy the contents of the  projects. I can see cases where I would not want to copy the contents, so there should be  an option in the wizard page that says: [x] Copy the projects into the workspace This is by design. If you wish to copy then import from file system - the  exisiting project wizard is specifically there to handle cases where you want to look at an exisiting project without creating extra resources. This is counter-intuitive since all of the other import features actually copy the data.  I have  found that I am often peforming this operation when I migrate to a newer version of Eclipse.  I create a new workspace, import all of the new plugins, and then I want to import a plugin that I have  written that is in a different workspace.  I was seriously confused when I found out that the contents of the plugin were not copied alongside the rest of the plugins that I had  imported. Like I said before, I think we should consider an option to copy the resources.  This  will make this import wizard feel more like the other import wizards. The problem here is our use of this wizard in the import dialogs - it is  really meant for users who want to use a project outside of thier workspace - the file import is designed for those who wish to copy in.  We might want to consider a better name for the entry in the import dialog. I think many users would find the " import ( & copy) an existing project " feature to be useful.  Seth,  Luc, and I have all been burnt with this, here's the (lossy) scenario.  1. Import existing project from another workspace. 2. Delete the other workspace. 3. Code is  gone. Renaming the existing wizard could prevent users from banging their heads against the  monitor, but the fact that three of us tried to use this feature makes me think that we all want to use it, but can't because of its current limitations.  As I see it, here is the chain of problems: 1. The file system import does not import projects.  You can import contents of a project into a _pre-existing_ project, but you cannot import a project like you can using the  project import wizard. 2. The import project wizard feels like it should make up for this  limitation. 3. The import project wizard doesn't tell the user that is is just linking to a  project. Since other import wizards actually copy data, my gut feel is that the import  project wizard should do so by default.  It should have a check box to turn the copy off, however, it should be copy by default.  This would make the wizard behave more consitently with the other  wizards.  If the user does turn the copy off, a (huge, blinking, construction orange) notification should indicate to the user what they are doing so that they don't delete code.     At a minimum, the wizard should be modified to notify the user that the code hasn't been  copied. Should add a note to the current page describing this. A copying import wizard  is a potential enhancement. Argh. I just got owned by this too. This isn't an enhancement, it's a bug. The  UI is totally misleading. An item for adding an external project to the workbench without copying the  contents may be useful, but we need an explicit action for that case. The existing UI describes the feature that everyone here wants - importing an  existing project INTO the workspace. Jed's solution to the problem (the " [x] Copy... " checkbox) seems like a good  solution. The problem here was the struggle between real estate and making it clear. It  is really somewhere between the New and Import Wizards - it is not creating anything and it is not importing either. The fact that it's not doing what it says ( " importing anything " ) is what makes  this a " lose all of your work " kind of problem. How would it lose all of your work? You are not deleting anything.  You are after a different kind of import wizard here. This wizard is for allowing you to use a project that has been placed outside of your workspace  in a case where you don't want to copy.  What you want is to import and entire project into your workspace - essentially the same functionality as creating the project and then importing  it's entire contents from somewhere.  The current functionality is very useful and was created in response to user requests (I use it all of the time myself). Changing it is not the answer -  adding another import wizard is. However point taken about it being not clear enough - it needs some sort of  note to make this clearer. The user can loose work the following way:  1. Import project from other location. 2. Delete  other location. Since the user has ' imported ' the project, they assume that it is safe to  delete the old location. The name ' import ' implies ' copy into ' .  All of the other wizards copy  their input into the workspace.  This is the only one that doesn ' t.  If the user has used any of the  other wizards, they are going to assume that this one works this way as well.  Even if they haven't  used any of the other import wizards, they are going to assume that this wizard copies, simply based off of the name.  I agree that in its current state this wizard is useful.  I do not want to loose the current functionality.  Once I learned its quirks I was able to use it  effectively. However, I want to change the default functionality to something that is in  line with the philosophy of the rest of the wizards.  If a " power user " wants to leave the project  outside of the workspace, but reference it they should be able to, but the average user is not going to understand the situation and is eventually going to burn themselves. Yes, the semantics of the " Import Existing Project " is misleading and needs to  be improved. No work is going to happen on this item until the improved project layout support plan item has been completed as setting up projects in eclipse  is going to have to be revisted anyway. Also note, that PDE used to have the same behavior and suffered from similiar  usability issues and they changed their import to always copy as well. Upping the priority to P2 to reflect this. At a minimum we need to add a clarifying description in the wizard that this  does not copy, for M4. We should also consider adding a checkbox for copy vs. reference. If copy is not checked, we should still show a warning message. The problem with copy is that java does not have support for copy - the best  we can do is create and move contents but other file properties are lost so you are in fact not copying when you import (See Bug 17523). We should avoid  the use of the word " copy " anywhere due to this issue.  I agree that we should make the message clearer for M4. Any suggested wording? The " copy " checkbox could just do whatever the FileSystem import wizard does. Somehow or other, the FileSystem import wizard gets it right. Actually it doesn't (see Bug 17523) but nowhere do we say that we are copying  anything for im port. This *is* Bug 17523. :) Must be Friday :- > ... see Bug 2106 and Bug 25387 Changed message to   Create a new Project from an Eclipse project in the file system. This does not copy the project to the workspace. The labeling of this feature in the import dialog is still (in 3.1M4) a major  usability bug. I believe it is quite natural to believe a function maked " Import  - > Existing project into Workspace " will do just that. To most people importing  implies copying, but this function only creates a reference. How about changing the label to something like " create reference to existing project " . The severity  of bug should be upped to critical, as it encourages users to lose data: " I've  now created a copy, so it's save to delete the original... " Boom, there goes all  your work :( I'm aware of the message at the top stating that this will _not_ copy the data,  but many users will not read it, as it is already " obvious " what it does.  As you may already have guessed, it happened to me... :( We are hopefully going to add copy support to the Import Existing project  feature at some point as part of our general improvment of this support. *** Bug 102452 has been marked as a duplicate of this bug. *** Patch to allow importing of projects copying files.  There is also code in this patch that will not allow importing of projects with the same name that already exist in the workspace.  This problem was raised in several other bug reports, but the main one is bug 80833. Added test for new import feature. Tod, can you check this patch?  And also apply the second patch for the added  test to the test suite? Patches and test suites released to HEAD for build > 20051025 Marking this one Fixed. verified in 20051101 About UI and messages - I would like to suggest one minor fixup for the " Import - > Existing Projects into Workspace " wizard.  On the Import wizard window, at the stage where I Select the wizard, the description for " Existing Projects into Workspace " says:  Create new projects from an archive file or directory. This does not copy the project into the workspace.  Well, that's not correct if you import from a Zip file -- it certainly does copy the project into the workspace in that case!  Here's a possible rewording:  Create new projects from an archive file (files are copied) or directory (no files are copied).  Thanks for listening. What build are you using?  That message has changed.
Platform	StyledText - bidi - Win2K/XP support Because System.getProperty( " file.encoding " ) returns the user locale, StyledText will not work properly when the user locale == English and the system locale ==  Hebrew/Arabic on a bidi machine.  In this instance, the keyboard language will not be automatically set as the user cursors/moves around the text.  For  example, you could have a hebrew string and put the cursor in the middle of it and the keyboard will not change to hebrew.  I'm sure this will be unacceptable to the bidi folks.  I guess the question is  whether or not they run under this configuration (English machine, English user locale).  They can always set their user locale to Hebrew to work around the  problem. We can do what Control.getCodePage() does (package method that we cannot  access) to figure out the current code page and use this value instead of the " file.encoding " if a fix is necessary.  Or if the IBM JRE decides to do the  right thing in this instance, this will not be a problem. Ultimately we should look into using GCP.  One thing to investigate is when the  type of LOCALNUMBER is returned.  If that is just in Arabic mode, we can use GCP.  If not, we can't (won't have anyway to distinguish between ARABIC and  HEBREW). J9 2.0 also returns the user locale when querying the file.encoding system  property. See [Bug 20965] for comments about isBidiPlatform test. Renaming PR to use for tracking Win2K/XP bidi issues. *** Bug 21421 has been marked as a duplicate of this bug. *** There are four variables that affect bidi on Win2K/XP platforms:  - user locale, this is the locale answered by System.getProperty ( " file.encoding " ) - installed languages, list from Regional Options - system locale, the locale answered by OS.GetACP, set as default in Regional  Options - input locales, list of the installed keyboard languages  Ideally, the isBidiPlatform test should check the list of installed languages to see if a bidi locale is included.  API we would need (I think) would be  EnumSystemCodePages and EnumCodePagesProc.  In lieu of this API, we could use the following check to cover most of configurations:  isBidiPlatform() if (fileEncoding == bidi code page) return true;    if (GetACP == bidi code page) return true; if (keyboard languages includes bidi language) return true;    return false; This test would not handle the case where Hebrew and English locales are  installed, user locale is English, system default locate is English, and only English keyboard language installed. Sent McQ email seeing what he wants to do regarding how to test for  isBidiPlatform. Regarding automatic keyboard setting.  Win2k/XP will allow multiple bidi and  non-bidi languages in one document.  We can only support correct keyboard setting for a document containing 1 bidi language and 1 non-bidi language.  We  do not know the language of the characters - just whether or not the character is bidi, so we cannot distinguish between multiple bidi languages or multiple  non-bidi languages.  Changed the setKeyboard code to work with this limitation in mind - keyboard is not set if in bidi mode and move to a bidi char, keyboard  is not set if in non-bidi mode and move to non-bidi char, keyboard set to first bidi language when setting to bidi and first non-bidi language when setting to  non-bidi. Released keyboard changes.  Setting the keyboard language is now based on the  installed keyboard languages, not System.getProperty( " file.encoding " ).  Using  the system property causes problems on Win2K since the user locale does not have to be hebrew/arabic in order to have hebrew/arabick keyboard language  installed. Talked with SQ about making Control > > getCodePage() protected, but cannot do  this since getCodePage() returns different type of value on Windows (int) vs. Linux (String).  Suggestion is to copy the code and provide the needed  functionality in BidiUtil. See bug 21696 for Unicode RTF transfer issues. Released changes to use enumSystemCodePages to test for bidi platform and  changed bidi caret processing to work based on installed keyboard languages (e.g., bidi R/L caret only used when bidi keyboard language installed). Issue of RTF copy still opened.  Will update [Bug 21696] to address this issue. EnumSystemCodePages not returning what we want.  It returns code pages for  languages that are not installed.  Need to change isBidiPlatform test. Put back original test which looks at the installed keyboard languages.  Also  need to change the method to look at GetACP value and user locale (System.fileEncoding) value.    Also need to investigate [Bug 22060] .  Even though bidi language not installed,  shouldn't be getting an ArrayIndexOutOfBounds. May be able to use the following API to get the languages that are actually set  for the system.  Need to talk to Silenio though about the fact that it's only  supported on Win2K/XP. That API is based on the list we call system locales. It returns one of the  values below.  This would be worth trying out. It's only supported in Win2k and  higher which is all we need. I don't know how the SWT library would handle this  for other windows platforms (they could just return without doing anything). LGRPID_WESTERN_EUROPE LGRPID_CENTRAL_EUROPE LGRPID_ARABIC LGRPID_ARMENIAN LGRPID_BALTIC LGRPID_CYRILLIC LGRPID_GEORGIAN LGRPID_GREEK LGRPID_HEBREW LGRPID_INDIC LGRPID_JAPANESE LGRPID_KOREAN LGRPID_SIMPLIFIED_CHINESE LGRPID_TRADITIONAL_CHINESE LGRPID_THAI LGRPID_TURKISH LGRPID_VIETNAMESE The API is EnumSystemLanguageGroups Tried EnumUILanguages, which seemed promising, but doesn't return what we need. EnumSystemLanguageGroups does the trick.  Need to change the isBidiPlatform  test to use this API.  Also need to consider NT & 98, which don't support this  API. Fixed
JDT	Concurrent modification updating classpath Build 20020521 (F1)  I cannot reproduce this, but I got an error in my log file while running the PDE " Update Classpath... " action on a plugin.xml file.  It was a  ConcurrentModificationException in ClassFileDocumentProvider. It is quite likely that I had several class file editors open on classes in the same  project that was having its claspath updated.  In any case, I couldn't  reproduce, so perhaps it is a time-sensitive interaction with a reconciler thread.  Stack attached. it would be good to understand how this could happen.  However, ClassFileDocumentProvider.fireInputChanged should follow the standard listener pattern to copy the listeners to create a snapshot before notifying  listeners. *** Bug 18420 has been marked as a duplicate of this bug. *** ClassFileDocumentProvider uses robust iterator in F2. Verified in code that fireInputChanged used robust iterators  Verified on F3
Platform	< wizard > should know the whole path of < category > Having < wizard > element in my plugin.xml, one should write the whole category  path to its attribute " category " like   category= " cat1/cat2/cat3 " What for?  cat3 always knows its parent category, cat2 knows its parent category and so on. From your design wizard writer should always know the whole category chain. Is  it always possible? Is it convinuent? Is it necessary? NO!!!! *** This bug has been marked as a duplicate of 2664 ***
Platform	[Team] Local history improvement Hello, Like  a previous request, I focus onto a JBuilder6.0 feature (which exist s in  Eclipse) which is nicely implemented from my point of view I'm also a every day  user of Eclipse ;-) ). I found the history presentation very synthetic and more useable than in Eclipse. It is hard to describe, but you can maybe take a look to the history panned view onto a java class file for instance.  I've also to admit thare are many feature in Eclpse about the local history  that exists in Eclipse and not in JBuilder. But I think also we can make a nice merge of the two implementations ;-) Best regards Xavier Will investigate post 2.0. Reopening There are no specific suggestionsin this bug so I'm closing. If you have  specific suggestions, then you may log them.
Platform	First column in table is always left aligned (was TableColumn bug) Table SWT widget. Two columns added, not tested with more. With TableLayout, I  don't know if it's relevant.  I use new TableColumn(parent, SWT.CENTER) on both columns and only the second aligns properly, the first stays on the left. Please enter your test case which shows the problem. Will not fix for R2.0. Post 2.0. Re-opening bug reports for review. To augment the original bug report, I can never change the alignment of the  first column, regardless of number of columns. In other tests, not only can the first column's alignment not be changed, but  all the even-numbered columns(!) have the same problem. This is a serious bug, though you can workaround part of it by laying out the  text in each cell manually.  However, you can't fix the column heading. Oops - I'm afraid comment 4 was premature:  the problem is with (a) the first  column, which can never be aligned other than left, and (b) any column with an image in the column header!  Removing the image from the label enables proper  aligning in these other columns.  Sorry about the inaccurate comment #4. I have this problem also and can not make the first column to allign to the  center, so i'll try to hide it and to make one more column On Windows, the platform will not allow you to change teh alignment of the  first column. From MSDN: " If a column is added to a list-view control with index 0 (the leftmost  column) and with LVCFMT_RIGHT or LVCFMT_CENTER specified, the text is not right-aligned or centered. The text in the index 0 column is left-aligned.  Therefore if you keep inserting columns with index 0, the text in all columns are left-aligned. If you want the first column to be right-aligned or centered  you can make a dummy column, then insert one or more columns with index 1 or higher and specify the alignment you require. Finally delete the dummy column. " Assigning to Steve to consider building the dummy column technique into SWT. We won't be working around this one. *** Bug 114846 has been marked as a duplicate of this bug. *** *** Bug 134000 has been marked as a duplicate of this bug. *** *** Bug 151342 has been marked as a duplicate of this bug. ***
Platform	StyledText  - copy-from text edit feature I used a text editor a long time ago that had a very useful feature that I'll call " copy-from " for lack of a better term. Here's the  description:  I'm editing text. While holding down some special key (Ctrl or  Ctrl-Shift or something), I select some text elsewhere in my window. Selecting this other text does NOT change the current type-in point. When I let up on the  special key that I've been holding down, the selected text gets copied to the current type-in point. That's it.  The reason this is so handy, especially for programming:  There are often times when I want to copy some text into the current place where I'm typing and the thing I want to copy is right there just two lines up from where I am. For example, a local variable name. To do this currently, I can either just type the text or I can go select the text to be copied (thus losing my type-in point), copy it to the clipboard, then carefully click back in the place where I just was and paste from the clipboard. This is usually more trouble than it is worth and I end up just typing the text again. The copy-from  feature can be a big typing time-saver. kai please comment, give prio or move to later. Same as the ET++ text support. Post 2.0. StyledText is owned by SWT StyledText is owned by SWT moving there for consideration. See included patch. Will consider post 2.0 Look at change. Should be able to cancel the special copy. Otherwise sounds like a good idea to  me. Knut, how do you envision cancelling working?  You can simply cancel the  operation by not selecting something. Agree, clicking somewhere to remove the selection should cancel the operation. That way you can change the selection as often you want while CTRL is pressed and canceling would be pretty intuitive. The code should check whether there's  anything to insert though. I want to be sure you know: I already wrote the code for this (and have been  happily - well, mostly happily - using it for several weeks). I attached it to this request. So you can try it out and see how it " feels " . One thing I would  change: the code I attached usually leaves the type-in point at the beginning of the inserted text instead of the end - it would be much better at the end.  Thanks. Yes, I think both Lynne and I were refering to the way your code works now.  Aside from formatting (we like to keep a consistent coding style within a given compilation unit) the code looks fine.  I don't think we need the ctrlIsDown flag though. The mouse down event has the  stateMask set to CTRL in this scenario. I agree about placing the caret after the copied text. I like the feature and it couldn't be implemented by the application (vs.  adding it to StyledText) because the regular StyledText mouse handling would always run in addition to any application behavior. I considered the risk of  breaking apps that implement their own special mouse select features on top of StyledText (like dragging the selection to cut/copy text). However, I don't  think this would even be possible for the same reason. I vote for committing the feature after making the changes I mention above.  Aside: Which version of StyledText did you base your fix on? Knowing this would make comparing the change easier. StyledText has changed a lot since May. " Which version of StyledText did you base your fix on? " Yes, well, what a good  question. I apologize - I didn't actually keep track of that. It appears that I  made the edit on 10 May 2002 and the other files " around it " (that I did not  change - such as TextChangingEvent.java and TextChangeListener.java) are dated 6 May 2002. The plugin directories have " _1.9.0 " in the file names. It appears  to be from just before release F3. I tried to find StyledText.java in the CVS repos (via the web) and I cannot even find it now! Anyway, hope that helps  some. Released fix.  Will be in > 20020908 build. When I use this feature with no text selected (just a single type-in point), it  works perfectly. But when I have some text selected and use this new feature, then the type-in point ends up in a strange place. Here's a more complete  description: 1. Select some text.  2. Press and hold down the Control key. 3. Select some other text.  4. Let up on the Control key. = > The text selected in #1 is replaced by the text selected in #3 (as desired),  BUT the type-in point now is not immediately after the just-inserted text - instead it is several characters further out. The problem is obviously this line of code in StyledText.handleKeyUp(Event): setSelection(getSelection().x + toCopy.length());  I'm not sure how it should be changed, but it doesn't seem to difficult to  figure out (I don't have all the eclipse sources installed, or I would take a  few minutes to figure it out). Maybe it needs to look at pasteToLocation to see if it is between two chars or if it is several selected chars. Fixed the above case.  Lee, will you please pick up next build and make sure  the behavior is as you expect.  Thanks... We've gotten one complaint about this behavior.  May have to back it out or  make it configurable behavior.  Reopening. Oh, please, please don't back it out! I love this feature. At least make it a  configurable option.  Question:  Has this feature been advertised/documented? I think once programmers have used it a bit, they'll love it (hey, call me  biased). Fixed the complaint by clearing pasteToLocation whenever a key is pressed.   This should not affect what you expect from the behavior.  Leaving this open though.  Some visual indication of this special mode might be useful.  Also  need to check some weird selection behavior that is occurring.  Do the following:  1. Type the following into the widget: This is Line 1. This is Line 2. This is Line 3.  2. Put the cursor at the end of Line 3. 3. Press the CTRL key.  Swipe the first line from right to left and leave the  cursor outside of the widget. 4. With the mouse button still down, release the CTRL key.  You see slow motion  selection occurring.  Autoscrolling is coming into play. We might also consider doing the special copy of CTRL-SHIFT to make it a little  harder to do (i.e., to lessen accidentally invoking the mode). I think we should only consider changing the keystroke when we get further  complaints about accidental invocation. Your fix should handle most cases. If people randomly press ctrl while mouse selecting they will just have  a " hint " that there's a new feature. Also, if we add visual indication they will know that something special is happening when pressing ctrl while mouse selecting. We could leave the caret at  the insert location instead of putting it at the end of the selection as a visual hint. Lynne, regarding the posts on 9-11 and 9-13 (the type-in point ends up in a  strange place when replacing text):  I finally picked up a new build (I have M1 now), but it still doesn't seem to do the right thing. Try replacing a small  amount of text with a larger amount of text - the type-in point doesn't end up  right after the just-inserted text, instead it is way out to the right. Lee, the scenario you noted works fine for me.  Can you give me a specific  example?  I've tried replacing small amounts of text with larger amounts of  text various ways and the behavior works.  For example these two scenarios work fine:  Type " This is a very, very, very, very, very long sentence. " Select " a " . Ctrl-Select " very, very, very, very, very long sentence " .  Type " This is a very, very, very, very, very long sentence. " Select " long " . Ctrl-Select " This is a very, very, very, very, very " . Oh how embarrassing - sorry, sorry. I was inadvertently still using the  previous build of eclipse! It indeed works fine. Thanks! Backed out the change.  See [Bug 23899].  The feature request leads to unacceptable behavior.  Sorry Lee, but we see no way to implement this feature  and correctly support the case in 23899. Crap. Pardon me, but I really really like this feature and I think lots of  other people would like it too if they knew about it and tried it. In fact, the problem described in 23899 is only a problem because he is using ordinary  copy/paste so heavily. With this new copy-from feature, I find myself using ordinary copy/paste much less often than before. I gotta say: ordinary  copy/paste is a pain! Nevertheless, I do see the problem.  Can't we just put  this new copy-from feature on a Preferences check box (with default turned off?). Pleeeease? Pretty please? :-) Or another thought - put this new copy-from feature on the Alt key or Control- Shift or.... You could lobby JFace to put it in as a customizable option.  We do not think  this should be done at the StyledText level.  Note that we were able to successfully implement the behavior on top of the StyledText widget.  I've  attached the code for how we did this.  I guess our point is that it would probably be best to do this on top of the StyledText widget, not internal to it.
JDT	Code Assist - void method are proposed in assignment 1) create class X. public class X { int foo1;    void foo2(){ int i;       i = foo < cursor > } } 2) do ctrl+space at cusror location. foo2() is not a valid suggestion. Fixed. Verified.
JDT	Second target incorrectly breaks on conditional Using source and same conditional breakpoint as in bug 13414, launch a debug  target.  It correctly flys along. Hit F9 This target incorrectly hits the conditional breakpoint. Following logged on starting second target: java.lang.NullPointerException at  org.eclipse.jdt.internal.debug.eval.ast.instructions.Instruction.getContext (Instruction.java:44)  at org.eclipse.jdt.internal.debug.eval.ast.instructions.Instruction.getVM (Instruction.java:48) at  org.eclipse.jdt.internal.debug.eval.ast.instructions.Instruction.newValue (Instruction.java:89)  at org.eclipse.jdt.internal.debug.eval.ast.instructions.Instruction.pushNewValue (Instruction.java:85) at  org.eclipse.jdt.internal.debug.eval.ast.instructions.BinaryOperator.executeBinar y(BinaryOperator.java:95)  at org.eclipse.jdt.internal.debug.eval.ast.instructions.BinaryOperator.execute (BinaryOperator.java:32) at org.eclipse.jdt.internal.debug.eval.ast.engine.Interpreter.execute (Interpreter.java:30) at  org.eclipse.jdt.internal.debug.eval.ast.instructions.InstructionSequence.evaluat e(InstructionSequence.java:43)  at org.eclipse.jdt.internal.debug.eval.ast.engine.ASTEvaluationEngine$2.run (ASTEvaluationEngine.java:207) at org.eclipse.jdt.internal.debug.core.model.JDIThread.runEvaluation (JDIThread.java:542) at  org.eclipse.jdt.internal.debug.eval.ast.engine.ASTEvaluationEngine$EvaluationThr ead.doEvaluation(ASTEvaluationEngine.java:212)  at org.eclipse.jdt.internal.debug.eval.ast.engine.ASTEvaluationEngine$1.run (ASTEvaluationEngine.java:172) at java.lang.Thread.run(Thread.java:484) *** Bug 13419 has been marked as a duplicate of this bug. *** The problem here is our instruction caching in conditional breakpoints. We were just caching the compiled expression (ICompiledExpression) once per breakpoint. This meant that multiple targets (and multiple threads) were operating on the same instruction sequence (oops!). The fix is to cache the instructions by thread. Fixed. JavaLineBreakpoint now caches compiled expressions on a per-thread basis. Please verify. Verified.
